line_item_id,transaction_id,product_id,promotion_id,quantity,line_item_amount
LI18646,T07125,P350,,1,133.0
LI18647,T07431,P244,,1,30190.63
LI18648,T09631,P108,,1,7190.44
LI18649,T13742,P006,,1,288.27
LI18650,T08982,P460,,2,13194.18
LI18651,T05975,P146,,1,47410.37
LI18652,T16931,P105,,3,33550.83
LI18653,T19498,P384,,2,11933.76
LI18654,T17214,P248,,1,8672.61
LI18655,T04727,P110,,1,2594.23
LI18656,T02136,P023,,1,14512.44
LI18657,T01360,P380,PR58,4,21160.64
LI18658,T03473,P191,,1,2529.55
LI18659,T10428,P345,,2,89696.66
LI18660,T17592,P254,,3,4642.44
LI18661,T10357,P387,,5,1244.0
LI18662,T12118,P459,PR43,1,3612.53
LI18663,T13592,P133,,1,1780.48
LI18664,T08115,P444,,1,5144.2
LI18665,T09968,P285,,1,13797.39
LI18666,T10178,P086,,2,14994.26
LI18667,T02024,P440,,1,25713.08
LI18668,T11988,P149,,1,144.66
LI18669,T02445,P365,,1,2203.88
LI18670,T01653,P328,,1,1797.97
LI18671,T13993,P349,,1,8339.56
LI18672,T13828,P253,,2,6854.98
LI18673,T13761,P193,,1,188.1
LI18674,T09111,P462,,2,29862.6
LI18675,T15191,P404,,2,666.52
LI18676,T09897,P268,,1,307.78
LI18677,T20000,P361,,1,634.27
LI18678,T18300,P196,,1,4993.9
LI18679,T04982,P337,,3,23222.13
LI18680,T03818,P355,PR75,1,1742.81
LI18681,T12500,P276,,1,4991.78
LI18682,T09020,P047,,1,6196.16
LI18683,T16656,P243,,1,41410.13
LI18684,T08214,P137,,1,2035.43
LI18685,T02328,P276,,1,4991.78
LI18686,T02085,P117,,1,35483.32
LI18687,T01205,P277,PR53,1,4568.65
LI18688,T17062,P390,,1,7693.41
LI18689,T10735,P325,,1,-177.76
LI18690,T15300,P017,,4,41287.92
LI18691,T19517,P043,,4,15955.72
LI18692,T02093,P078,,2,269.88
LI18693,T10977,P118,,1,16244.23
LI18694,T04415,P369,,1,3598.51
LI18695,T13896,P213,,1,3485.99
LI18696,T01485,P218,,1,6584.68
LI18697,T13515,P401,,2,19117.26
LI18698,T00116,P363,,1,30070.91
LI18699,T09954,P036,PR10,2,10813.46
LI18700,T04314,P015,PR05,1,3379.46
LI18701,T12316,P450,PR43,1,11297.79
LI18702,T08333,P369,,5,17992.55
LI18703,T14616,P344,,2,70311.8
LI18704,T02118,P458,PR46,1,48977.49
LI18705,T17087,P275,,1,38074.48
LI18706,T14149,P260,,1,4147.64
LI18707,T00830,P363,,4,120283.64
LI18708,T10497,P080,,1,2720.03
LI18709,T03581,P497,,1,3191.02
LI18710,T12092,P426,,2,13064.66
LI18711,T09062,P049,,1,6737.37
LI18712,T18328,P055,,1,3570.1
LI18713,T02546,P156,,1,2868.77
LI18714,T07504,P213,,1,3485.99
LI18715,T19934,P163,,4,18448.6
LI18716,T11254,P387,,1,248.8
LI18717,T19543,P229,,3,16440.36
LI18718,T06037,P439,,3,33226.77
LI18719,T16025,P020,,1,10319.45
LI18720,T04572,P269,,1,4512.79
LI18721,T06320,P451,,1,10653.26
LI18722,T01066,P364,,1,167.32
LI18723,T03054,P219,PR77,5,46345.25
LI18724,T05833,P315,,1,3632.35
LI18725,T10700,P373,,2,14204.5
LI18726,T14210,P047,,1,6196.16
LI18727,T03352,P005,,1,24.79
LI18728,T16243,P133,,3,5341.44
LI18729,T04861,P064,,5,56018.65
LI18730,T13744,P476,,1,4750.73
LI18731,T12660,P019,PR92,1,231.4
LI18732,T10745,P229,,1,5480.12
LI18733,T10832,P198,,2,15979.46
LI18734,T18849,P351,,1,1618.9
LI18735,T13388,P434,,2,16177.08
LI18736,T09241,P428,,1,38156.9
LI18737,T12258,P318,,3,-68.97
LI18738,T00226,P297,,2,5541.48
LI18739,T18048,P473,,1,10932.91
LI18740,T19547,P317,,1,5005.44
LI18741,T12325,P010,,3,34447.38
LI18742,T12772,P430,,1,2334.51
LI18743,T04392,P373,,2,14204.5
LI18744,T01794,P120,PR32,1,7405.73
LI18745,T15340,P416,PR30,1,70.93
LI18746,T05316,P142,,4,7211.08
LI18747,T13727,P341,,1,7697.22
LI18748,T18185,P472,,2,23427.5
LI18749,T13924,P481,,1,5367.76
LI18750,T01752,P319,,1,6571.84
LI18751,T15396,P336,,1,5154.36
LI18752,T14218,P254,,1,1547.48
LI18753,T17275,P174,,1,284.26
LI18754,T14681,P019,,1,231.4
LI18755,T09280,P407,,1,1465.45
LI18756,T02514,P340,PR30,2,-2126.2
LI18757,T11231,P419,,2,99.48
LI18758,T10963,P452,,2,8199.52
LI18759,T10095,P429,,1,40635.19
LI18760,T15984,P146,,1,47410.37
LI18761,T06820,P206,,4,13218.6
LI18762,T06837,P289,,-4,-108221.76
LI18763,T06032,P260,,1,4147.64
LI18764,T19083,P334,,4,7568.12
LI18765,T08251,P346,PR09,3,224.52
LI18766,T04487,P183,,2,12946.9
LI18767,T13085,P182,,1,3620.15
LI18768,T09728,P109,,3,14386.95
LI18769,T00845,P177,,2,237.98
LI18770,T13241,P292,,1,1640.02
LI18771,T16754,P073,,3,27861.75
LI18772,T05782,P234,,1,1909.75
LI18773,T08077,P470,,1,9763.73
LI18774,T19048,P414,,3,22277.16
LI18775,T05084,P143,,1,7910.04
LI18776,T15537,P243,,1,41410.13
LI18777,T06292,P220,,1,1135.19
LI18778,T15844,P407,,1,1465.45
LI18779,T02163,P054,,1,47663.98
LI18780,T19015,P473,,3,32798.73
LI18781,T19712,P454,,1,6005.66
LI18782,T19255,P254,PR25,3,4642.44
LI18783,T12153,P187,,1,26486.54
LI18784,T07884,P323,,1,6806.27
LI18785,T17735,P267,,1,9536.02
LI18786,T10909,P305,,1,5453.63
LI18787,T00314,P344,,3,105467.7
LI18788,T12414,P389,,1,46.49
LI18789,T15254,P486,,1,10430.52
LI18790,T12957,P130,,1,6932.63
LI18791,T13553,P107,,1,6365.17
LI18792,T14244,P015,,1,3379.46
LI18793,T02085,P398,,1,33587.21
LI18794,T08677,P068,,1,260.38
LI18795,T02584,P160,,1,6189.8
LI18796,T08024,P071,,1,8189.43
LI18797,T11227,P131,,1,43605.67
LI18798,T11927,P190,,3,102950.34
LI18799,T16364,P038,,1,1502.5
LI18800,T00310,P241,,1,38862.61
LI18801,T03459,P151,,1,153.0
LI18802,T19930,P423,,1,6785.32
LI18803,T06198,P068,,3,781.14
LI18804,T10589,P099,,2,21311.36
LI18805,T18749,P379,,2,3937.92
LI18806,T14218,P414,PR35,2,14851.44
LI18807,T00898,P378,,1,39507.5
LI18808,T07378,P377,,2,6594.32
LI18809,T01373,P034,,1,4370.97
LI18810,T12046,P356,PR34,2,4972.52
LI18811,T15274,P493,,1,3836.53
LI18812,T01367,P032,PR33,2,65593.4
LI18813,T08188,P329,PR86,1,3940.93
LI18814,T05353,P365,,1,2203.88
LI18815,T06088,P114,,1,2908.56
LI18816,T10099,P399,,2,15223.56
LI18817,T01121,P451,,1,10653.26
LI18818,T06842,P156,,2,5737.54
LI18819,T19159,P165,,3,133914.45
LI18820,T04957,P435,,2,4713.92
LI18821,T15577,P331,,1,2522.0
LI18822,T13476,P389,,1,46.49
LI18823,T17970,P131,,1,43605.67
LI18824,T09394,P184,,2,6280.26
LI18825,T13258,P069,,1,7065.05
LI18826,T07497,P258,,3,149118.54
LI18827,T11463,P278,,5,155014.25
LI18828,T19319,P051,,3,912.54
LI18829,T17348,P290,,1,4136.46
LI18830,T08776,P242,,4,8723.12
LI18831,T08963,P382,,1,71.55
LI18832,T18182,P172,,2,-14005.96
LI18833,T03438,P064,,2,22407.46
LI18834,T02303,P115,,3,8131.47
LI18835,T06805,P075,,4,47846.24
LI18836,T06107,P054,,2,95327.96
LI18837,T03317,P458,,2,97954.98
LI18838,T14826,P215,,4,14533.76
LI18839,T18831,P234,,2,3819.5
LI18840,T00987,P076,,2,16042.94
LI18841,T16952,P326,,1,33545.34
LI18842,T03088,P074,,4,153859.64
LI18843,T04630,P335,,1,7292.28
LI18844,T01811,P463,,3,34560.66
LI18845,T17908,P281,,1,4385.22
LI18846,T02475,P461,PR33,1,6922.84
LI18847,T01216,P141,,3,16466.43
LI18848,T18224,P451,PR70,4,42613.04
LI18849,T13406,P211,,4,59129.64
LI18850,T02532,P162,,2,544.18
LI18851,T12388,P080,,3,8160.09
LI18852,T07894,P479,,1,3400.26
LI18853,T09045,P397,,1,2358.0
LI18854,T18593,P349,,4,33358.24
LI18855,T18452,P464,,1,10855.71
LI18856,T09850,P268,,1,307.78
LI18857,T15320,P462,,1,14931.3
LI18858,T19700,P045,,2,3437.98
LI18859,T01866,P445,,1,13518.95
LI18860,T13608,P311,,1,183.82
LI18861,T04239,P021,,2,19749.8
LI18862,T13694,P075,,3,35884.68
LI18863,T04370,P175,,1,13531.59
LI18864,T02273,P070,,1,5581.65
LI18865,T18017,P146,PR47,4,189641.48
LI18866,T17003,P263,,1,7468.03
LI18867,T04163,P348,,1,4227.6
LI18868,T07335,P452,PR66,3,12299.28
LI18869,T16550,P242,,2,4361.56
LI18870,T15842,P106,,5,61726.9
LI18871,T07631,P277,,1,4568.65
LI18872,T13247,P225,,1,5889.55
LI18873,T06176,P448,,2,64963.44
LI18874,T06220,P227,,1,10522.3
LI18875,T15583,P422,,3,34631.94
LI18876,T06649,P210,,1,7050.44
LI18877,T18843,P474,,1,1972.23
LI18878,T13244,P380,,1,5290.16
LI18879,T06105,P099,,1,10655.68
LI18880,T04773,P491,,2,16687.98
LI18881,T08907,P499,,2,2005.18
LI18882,T01199,P474,,1,1972.23
LI18883,T14245,P078,,2,269.88
LI18884,T07589,P203,,1,35225.64
LI18885,T17656,P438,,1,6196.46
LI18886,T09611,P174,,1,284.26
LI18887,T03979,P257,,1,827.92
LI18888,T00173,P278,,1,31002.85
LI18889,T17172,P469,,1,4753.95
LI18890,T06326,P086,PR77,1,7497.13
LI18891,T09581,P371,,3,17911.62
LI18892,T15592,P426,,3,19596.99
LI18893,T04247,P418,,2,14832.06
LI18894,T19685,P495,PR24,2,5061.1
LI18895,T11512,P165,,1,44638.15
LI18896,T00903,P389,,1,46.49
LI18897,T18868,P353,,4,2018.88
LI18898,T15585,P445,,2,27037.9
LI18899,T15414,P494,,1,1690.07
LI18900,T06519,P493,,1,767.31
LI18901,T03724,P430,,3,7003.53
LI18902,T16414,P396,,1,44.77
LI18903,T01302,P101,,2,225.7
LI18904,T16742,P423,,2,13570.64
LI18905,T14063,P239,,1,3122.67
LI18906,T12603,P012,,2,15085.14
LI18907,T17397,P267,,1,9536.02
LI18908,T17976,P352,,4,4702.44
LI18909,T14378,P375,,1,8115.74
LI18910,T01303,P353,,2,1009.44
LI18911,T15229,P487,PR66,1,4499.2
LI18912,T12774,P345,,2,89696.66
LI18913,T02360,P434,,1,8088.54
LI18914,T03991,P454,,1,6005.66
LI18915,T13317,P230,,2,6688.54
LI18916,T14639,P130,,3,20797.89
LI18917,T12749,P379,,5,9844.8
LI18918,T09716,P200,,1,7813.47
LI18919,T14934,P281,,1,4385.22
LI18920,T14794,P234,,1,1909.75
LI18921,T04012,P242,,3,6542.34
LI18922,T10484,P489,,2,12575.92
LI18923,T16674,P067,,1,2855.54
LI18924,T13413,P368,,1,8349.18
LI18925,T03302,P146,,1,47410.37
LI18926,T11899,P214,,1,3034.28
LI18927,T06761,P273,,2,10372.36
LI18928,T03601,P206,,1,3304.65
LI18929,T01141,P121,,4,1622.08
LI18930,T10053,P329,,1,3940.93
LI18931,T19157,P340,,2,-2126.2
LI18932,T11724,P499,PR07,1,1002.59
LI18933,T10722,P188,,1,269.59
LI18934,T00264,P102,,3,14525.73
LI18935,T00661,P490,,1,4660.67
LI18936,T01118,P437,,1,3360.26
LI18937,T04308,P424,,1,6852.74
LI18938,T00072,P482,,1,4853.05
LI18939,T16543,P439,,2,22151.18
LI18940,T02172,P431,,2,269.48
LI18941,T04836,P373,,2,14204.5
LI18942,T13197,P052,,4,37489.76
LI18943,T16006,P313,,2,17057.18
LI18944,T04025,P433,,1,4922.42
LI18945,T03847,P351,,1,1618.9
LI18946,T06527,P027,,2,3954.14
LI18947,T06062,P348,,1,4227.6
LI18948,T07883,P458,,5,244887.45
LI18949,T09566,P464,PR22,2,21711.42
LI18950,T11460,P108,,5,35952.2
LI18951,T00484,P414,,1,7425.72
LI18952,T13526,P037,,1,4870.43
LI18953,T03322,P087,,4,138323.84
LI18954,T19313,P128,,1,1805.67
LI18955,T12225,P132,,1,43634.21
LI18956,T06736,P343,,2,5345.16
LI18957,T16364,P265,,-1,-5499.63
LI18958,T03663,P374,,1,32237.48
LI18959,T13604,P186,,1,1514.4
LI18960,T00706,P245,,1,5693.04
LI18961,T08340,P452,,1,4099.76
LI18962,T10259,P029,,1,90.11
LI18963,T06137,P043,,1,3988.93
LI18964,T03942,P063,,3,7733.01
LI18965,T01530,P383,,4,13019.56
LI18966,T10539,P173,,1,3925.97
LI18967,T00814,P350,,2,266.0
LI18968,T04165,P403,,1,3861.73
LI18969,T12299,P050,,1,6660.77
LI18970,T13355,P171,,1,9990.76
LI18971,T04988,P112,,2,290.7
LI18972,T19925,P415,,1,107.44
LI18973,T05998,P321,,2,81505.38
LI18974,T07991,P365,,1,2203.88
LI18975,T00804,P306,,3,13721.55
LI18976,T06675,P444,,1,5144.2
LI18977,T02175,P255,PR25,3,78116.61
LI18978,T10381,P257,,1,827.92
LI18979,T05147,P062,,4,8975.84
LI18980,T11473,P069,,1,7065.05
LI18981,T08183,P441,PR97,1,893.17
LI18982,T04038,P105,PR14,1,11183.61
LI18983,T18211,P268,,1,307.78
LI18984,T02254,P054,,1,47663.98
LI18985,T02147,P339,,1,4912.26
LI18986,T19342,P344,,1,35155.9
LI18987,T03880,P025,,1,34050.14
LI18988,T18728,P399,,1,7611.78
LI18989,T13711,P441,,1,893.17
LI18990,T16753,P013,,1,3063.57
LI18991,T06370,P054,,1,47663.98
LI18992,T19464,P111,,1,5315.16
LI18993,T07714,P188,,1,269.59
LI18994,T00968,P278,,1,31002.85
LI18995,T15978,P043,,1,3988.93
LI18996,T10957,P210,,1,7050.44
LI18997,T12331,P130,,1,6932.63
LI18998,T08579,P399,,1,7611.78
LI18999,T03501,P415,,2,214.88
LI19000,T10660,P472,,2,23427.5
LI19001,T00064,P301,,2,19938.26
LI19002,T05228,P199,,1,5162.05
LI19003,T19632,P077,,1,3314.66
LI19004,T09267,P263,,1,7468.03
LI19005,T11382,P075,PR99,1,11961.56
LI19006,T03615,P026,PR67,3,1196.28
LI19007,T14572,P123,,2,4909.02
LI19008,T05989,P146,,1,47410.37
LI19009,T05322,P175,,4,54126.36
LI19010,T19184,P316,,2,45926.12
LI19011,T13060,P393,,3,40490.61
LI19012,T01979,P098,,1,2821.76
LI19013,T14601,P399,,1,7611.78
LI19014,T17678,P397,,1,2358.0
LI19015,T17503,P129,PR31,2,21016.96
LI19016,T09474,P118,PR03,4,64976.92
LI19017,T17989,P182,,2,7240.3
LI19018,T09049,P202,,4,69068.32
LI19019,T16898,P450,,2,22595.58
LI19020,T11132,P351,,1,1618.9
LI19021,T01992,P048,,2,-3457.58
LI19022,T09399,P474,,2,3944.46
LI19023,T16159,P021,,4,39499.6
LI19024,T12051,P192,,3,125298.51
LI19025,T05134,P018,,3,25308.51
LI19026,T10524,P356,,2,4972.52
LI19027,T17197,P369,,1,3598.51
LI19028,T18883,P222,,1,1950.06
LI19029,T08063,P432,,1,10338.23
LI19030,T17676,P241,,1,38862.61
LI19031,T02594,P084,,1,238.86
LI19032,T08267,P374,PR09,1,32237.48
LI19033,T00069,P496,,1,115.53
LI19034,T16177,P372,PR57,1,4584.12
LI19035,T12639,P205,,5,1033.95
LI19036,T13417,P331,,3,7566.0
LI19037,T16275,P065,,3,217.8
LI19038,T14885,P477,PR73,1,7813.55
LI19039,T14056,P241,,1,38862.61
LI19040,T02123,P222,,1,1950.06
LI19041,T11686,P069,,1,7065.05
LI19042,T11945,P171,,1,9990.76
LI19043,T11104,P478,,3,6214.32
LI19044,T16840,P063,,3,7733.01
LI19045,T00255,P019,,1,231.4
LI19046,T10507,P352,,4,4702.44
LI19047,T01594,P384,,1,5966.88
LI19048,T09115,P102,,1,4841.91
LI19049,T17394,P235,,2,303.08
LI19050,T00317,P244,,1,30190.63
LI19051,T07033,P117,,2,70966.64
LI19052,T05771,P147,,1,7493.34
LI19053,T08214,P284,,1,3392.86
LI19054,T04929,P279,,1,3199.23
LI19055,T15450,P033,PR26,1,19911.29
LI19056,T02480,P353,,1,504.72
LI19057,T14129,P268,,3,923.34
LI19058,T17812,P109,,2,9591.3
LI19059,T11258,P394,,1,367.38
LI19060,T10919,P482,,2,9706.1
LI19061,T02550,P069,,1,7065.05
LI19062,T07148,P389,,2,92.98
LI19063,T12063,P283,,1,6245.36
LI19064,T00214,P129,,2,21016.96
LI19065,T03036,P291,,1,141.58
LI19066,T15118,P113,,2,666.06
LI19067,T10705,P053,,1,31394.22
LI19068,T13576,P494,,3,5070.21
LI19069,T09985,P140,PR47,5,54274.75
LI19070,T18564,P390,,2,15386.82
LI19071,T08007,P484,,2,669.32
LI19072,T17827,P121,,1,405.52
LI19073,T14607,P348,,1,4227.6
LI19074,T07529,P168,,1,47.84
LI19075,T18005,P083,,3,31509.54
LI19076,T19197,P479,,2,6800.52
LI19077,T18629,P383,,1,3254.89
LI19078,T16957,P275,PR79,1,38074.48
LI19079,T11469,P176,,1,4531.65
LI19080,T09864,P069,,3,21195.15
LI19081,T15159,P102,PR54,1,4841.91
LI19082,T09603,P238,PR68,1,4947.85
LI19083,T09625,P428,,4,152627.6
LI19084,T01470,P496,,2,231.06
LI19085,T19970,P056,,2,370.8
LI19086,T08851,P227,,1,5261.15
LI19087,T14921,P251,,1,3966.87
LI19088,T07850,P262,PR33,2,3849.32
LI19089,T01335,P059,,1,92.74
LI19090,T14867,P221,,4,2715.28
LI19091,T19403,P056,,1,185.4
LI19092,T16160,P305,,1,5453.63
LI19093,T10871,P234,,3,5729.25
LI19094,T14674,P111,PR65,1,5315.16
LI19095,T05679,P250,,5,234.95
LI19096,T13834,P086,,1,7497.13
LI19097,T10407,P189,,1,69.36
LI19098,T18477,P005,,1,24.79
LI19099,T02430,P060,,2,20646.02
LI19100,T16652,P219,,4,37076.2
LI19101,T02229,P285,,3,20696.08
LI19102,T15476,P008,,1,82272.86
LI19103,T19061,P165,,1,44638.15
LI19104,T08283,P046,,1,41040.81
LI19105,T16633,P490,,1,4660.67
LI19106,T06837,P372,,5,22920.6
LI19107,T02426,P321,PR45,1,40752.69
LI19108,T10130,P005,,1,24.79
LI19109,T09369,P292,,3,4920.06
LI19110,T06952,P022,,1,3440.88
LI19111,T01645,P242,,1,2180.78
LI19112,T07613,P139,,1,3188.22
LI19113,T07353,P302,,3,27539.34
LI19114,T05522,P199,,1,5162.05
LI19115,T10563,P433,,1,4922.42
LI19116,T12302,P068,,1,260.38
LI19117,T18516,P041,,-1,-3883.93
LI19118,T00961,P335,,1,7292.28
LI19119,T03226,P163,,1,4612.15
LI19120,T07692,P247,,2,57518.48
LI19121,T04568,P467,,4,5584.8
LI19122,T17302,P487,,4,17996.8
LI19123,T15330,P057,,1,4716.64
LI19124,T17973,P428,,1,38156.9
LI19125,T16129,P260,PR100,1,4147.64
LI19126,T09768,P330,,1,93.46
LI19127,T10291,P233,,1,5628.44
LI19128,T12008,P160,,2,12379.6
LI19129,T06557,P451,,2,21306.52
LI19130,T11079,P243,,1,41410.13
LI19131,T10157,P493,,1,3836.53
LI19132,T10776,P235,,1,151.54
LI19133,T17978,P156,,3,8606.31
LI19134,T05617,P084,,4,955.44
LI19135,T02763,P057,PR60,1,4716.64
LI19136,T11502,P175,,1,13531.59
LI19137,T07756,P005,,4,99.16
LI19138,T00222,P014,,2,68745.52
LI19139,T11371,P334,,1,1892.03
LI19140,T09937,P070,,2,11163.3
LI19141,T05234,P076,,1,8021.47
LI19142,T00315,P134,,4,29698.48
LI19143,T09704,P257,,1,827.92
LI19144,T02468,P103,,1,200.95
LI19145,T11017,P011,,1,16639.82
LI19146,T01751,P434,PR41,3,24265.62
LI19147,T18026,P349,,1,8339.56
LI19148,T04746,P034,,1,4370.97
LI19149,T12557,P311,,2,367.64
LI19150,T10041,P113,PR17,1,333.03
LI19151,T04413,P014,,1,34372.76
LI19152,T11192,P471,,2,3016.56
LI19153,T16153,P059,,4,370.96
LI19154,T15408,P456,,1,1256.21
LI19155,T00422,P267,,1,9536.02
LI19156,T18967,P296,,1,1870.39
LI19157,T18230,P110,,1,2594.23
LI19158,T00541,P253,,1,3427.49
LI19159,T00289,P062,,1,2243.96
LI19160,T15273,P245,,1,5693.04
LI19161,T11397,P017,,1,10321.98
LI19162,T13704,P453,,2,4820.74
LI19163,T16880,P063,,1,2577.67
LI19164,T14038,P160,,2,12379.6
LI19165,T19958,P378,,1,39507.5
LI19166,T05754,P014,PR73,1,34372.76
LI19167,T17371,P334,,2,3784.06
LI19168,T15094,P374,PR40,1,32237.48
LI19169,T11099,P493,,1,3836.53
LI19170,T09465,P459,PR70,1,3612.53
LI19171,T10987,P453,PR63,1,2410.37
LI19172,T18787,P105,PR12,1,11183.61
LI19173,T00559,P267,,1,9536.02
LI19174,T19208,P395,,2,457.64
LI19175,T09339,P215,,3,10900.32
LI19176,T18036,P256,,1,102.94
LI19177,T07228,P072,,1,9633.46
LI19178,T12821,P119,,1,114.13
LI19179,T06525,P310,,1,1994.24
LI19180,T16509,P074,,1,38464.91
LI19181,T07995,P260,PR99,1,4147.64
LI19182,T10063,P469,,1,4753.95
LI19183,T19881,P307,,1,2105.14
LI19184,T14671,P182,,2,7240.3
LI19185,T17342,P118,,1,16244.23
LI19186,T11288,P356,,1,2486.26
LI19187,T18836,P418,PR61,2,14832.06
LI19188,T08984,P447,,1,2426.28
LI19189,T15892,P292,,2,3280.04
LI19190,T06088,P458,,1,48977.49
LI19191,T06081,P064,,1,11203.73
LI19192,T14839,P458,,2,97954.98
LI19193,T05116,P325,,2,-355.52
LI19194,T17213,P257,,2,1655.84
LI19195,T15530,P408,PR24,5,74393.1
LI19196,T14216,P016,PR46,1,2134.75
LI19197,T13877,P434,,1,8088.54
LI19198,T17179,P148,,1,12653.82
LI19199,T12644,P390,,2,15386.82
LI19200,T16243,P243,,1,41410.13
LI19201,T06165,P458,,1,48977.49
LI19202,T06282,P341,,1,38486.1
LI19203,T13210,P375,,1,8115.74
LI19204,T17906,P172,,3,-21008.94
LI19205,T15444,P083,,1,10503.18
LI19206,T00633,P417,,2,28870.66
LI19207,T07323,P203,,1,35225.64
LI19208,T09659,P490,,2,9321.34
LI19209,T18166,P466,PR84,1,4207.35
LI19210,T19748,P453,PR11,1,2410.37
LI19211,T18789,P451,,4,42613.04
LI19212,T09812,P164,,1,7587.98
LI19213,T14729,P396,,1,44.77
LI19214,T00320,P456,PR15,4,5024.84
LI19215,T05679,P377,,3,9891.48
LI19216,T05248,P288,,4,8630.56
LI19217,T02251,P201,,1,321.85
LI19218,T15450,P334,PR71,1,1892.03
LI19219,T02328,P344,,2,70311.8
LI19220,T14005,P336,,1,5154.36
LI19221,T07992,P222,,1,1950.06
LI19222,T13876,P271,,1,6752.74
LI19223,T19330,P334,,2,3784.06
LI19224,T02471,P020,,1,10319.45
LI19225,T11553,P140,PR97,1,10854.95
LI19226,T08501,P147,,3,22480.02
LI19227,T07227,P459,,2,7225.06
LI19228,T16287,P050,,1,6660.77
LI19229,T09532,P308,,1,135.99
LI19230,T15539,P314,,1,963.93
LI19231,T12126,P104,,1,96.89
LI19232,T12996,P075,,2,23923.12
LI19233,T14572,P206,,4,13218.6
LI19234,T01644,P360,,1,31845.97
LI19235,T13314,P420,,1,-1709.4
LI19236,T17470,P368,,1,8349.18
LI19237,T11128,P089,,2,2843.52
LI19238,T17075,P223,,1,7460.02
LI19239,T11735,P476,,1,4750.73
LI19240,T17609,P252,,1,3130.86
LI19241,T06680,P374,,1,32237.48
LI19242,T06584,P409,,1,3188.92
LI19243,T19165,P397,,1,2358.0
LI19244,T10063,P131,,1,43605.67
LI19245,T08230,P058,,3,28900.14
LI19246,T10102,P173,,4,15703.88
LI19247,T17361,P313,,1,8528.59
LI19248,T07388,P327,,2,428.1
LI19249,T05541,P283,,1,6245.36
LI19250,T14222,P207,,5,14055.9
LI19251,T16102,P100,,2,5400.06
LI19252,T15049,P426,,1,6532.33
LI19253,T15009,P263,PR46,1,7468.03
LI19254,T01228,P089,,1,1421.76
LI19255,T04376,P104,PR53,2,290.67
LI19256,T05055,P024,,4,29560.72
LI19257,T12929,P184,,1,3140.13
LI19258,T12934,P388,,1,2212.66
LI19259,T06772,P154,,1,10566.79
LI19260,T08881,P238,,1,4947.85
LI19261,T12457,P383,,1,3254.89
LI19262,T18641,P198,,1,7989.73
LI19263,T18010,P462,,1,14931.3
LI19264,T00172,P430,,1,2334.51
LI19265,T16175,P255,,1,26038.87
LI19266,T08277,P030,,1,255.25
LI19267,T00999,P203,,4,140902.56
LI19268,T19605,P086,,1,7497.13
LI19269,T19785,P481,,1,5367.76
LI19270,T11369,P339,,1,4912.26
LI19271,T05816,P316,,1,22963.06
LI19272,T18191,P064,,1,11203.73
LI19273,T08468,P349,,2,16679.12
LI19274,T08725,P222,,4,7800.24
LI19275,T07169,P462,,1,14931.3
LI19276,T11131,P404,,1,333.26
LI19277,T15198,P287,,2,42977.38
LI19278,T05140,P346,,1,74.84
LI19279,T03546,P136,,1,3866.47
LI19280,T01116,P099,,2,21311.36
LI19281,T17167,P499,,1,1002.59
LI19282,T02324,P091,PR09,1,21090.11
LI19283,T19066,P013,,4,12254.28
LI19284,T07541,P448,,1,32481.72
LI19285,T07717,P233,,2,11256.88
LI19286,T10161,P475,,1,391.11
LI19287,T03788,P172,,2,-14005.96
LI19288,T19141,P490,,1,4660.67
LI19289,T06255,P260,,1,4147.64
LI19290,T17019,P057,PR08,1,4716.64
LI19291,T04627,P047,,1,6196.16
LI19292,T15681,P217,,1,27627.01
LI19293,T12393,P360,,2,63691.94
LI19294,T12744,P390,,1,7693.41
LI19295,T06607,P125,,1,27380.09
LI19296,T06687,P063,PR57,3,7733.01
LI19297,T09884,P225,,5,29447.75
LI19298,T02826,P021,,1,9874.9
LI19299,T12042,P127,,1,4191.78
LI19300,T02595,P139,,1,3188.22
LI19301,T15757,P405,,1,8362.79
LI19302,T18639,P275,,1,38074.48
LI19303,T04578,P030,,3,765.75
LI19304,T06464,P170,,1,9481.36
LI19305,T05063,P001,,1,9152.12
LI19306,T11742,P175,,2,27063.18
LI19307,T16338,P446,,1,3545.51
LI19308,T15553,P182,,1,3620.15
LI19309,T03249,P068,,1,260.38
LI19310,T18409,P235,PR36,1,151.54
LI19311,T03946,P201,,1,321.85
LI19312,T01154,P047,PR26,1,6196.16
LI19313,T12173,P100,,4,10800.12
LI19314,T04523,P443,,5,1120.1
LI19315,T00718,P024,,1,7390.18
LI19316,T01228,P261,,1,1216.39
LI19317,T18279,P488,,1,7874.9
LI19318,T19698,P491,,3,25031.97
LI19319,T10218,P416,,-1,-70.93
LI19320,T08614,P225,,2,11779.1
LI19321,T11787,P254,,1,1547.48
LI19322,T02066,P395,,1,228.82
LI19323,T15758,P213,,3,10457.97
LI19324,T11281,P101,,1,112.85
LI19325,T10723,P193,,1,188.1
LI19326,T19932,P178,PR98,1,7636.81
LI19327,T07693,P051,,1,304.18
LI19328,T05884,P238,,2,9895.7
LI19329,T18328,P331,,1,2522.0
LI19330,T18640,P197,,1,11384.45
LI19331,T06630,P239,,2,6245.34
LI19332,T11878,P197,,3,34153.35
LI19333,T16968,P166,,1,40445.82
LI19334,T13372,P224,,1,711.13
LI19335,T12481,P438,,5,30982.3
LI19336,T09966,P270,,5,757.4
LI19337,T12407,P384,,3,17900.64
